,ids,target_len,query_len,E-value,score_sequence,domain_number,of,i-Evalue,score_domain,from_ali_coord,to_ali_coord,acc,description_of_target
0,B2TEK6,366,356,1.5e-151,509.4,1,1,1.7e-151,509.1,8,358,0.99,Nitronate monooxygenase OS=Paraburkholderia phytofirmans (strain DSM 17436 / LMG 22146 / PsJN) OX=398527 GN=Bphyt_4144 PE=1 SV=1
1,D0V3Y4,349,356,3.2e-150,505.0,1,1,3.5e-150,504.8,1,348,0.99,Nitronate monooxygenase OS=Pseudomonas sp. OX=306 GN=pnoA PE=1 SV=1
2,Q9HWH9,351,356,1.8e-139,469.7,1,1,1.9e-139,469.5,1,350,0.99,Nitronate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=nmoA PE=1 SV=1
3,Q12723,374,356,2.1e-107,364.1,1,1,2.4e-107,364.0,6,373,0.92,Nitronate monooxygenase OS=Cyberlindnera mrakii OX=1004253 PE=1 SV=1
4,P47177,404,356,3.1e-105,357.0,1,1,4.1e-105,356.6,23,398,0.88,Putative nitronate monooxygenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJR149W PE=1 SV=2
5,Q49W60,355,356,2.1e-102,347.7,1,1,2.3e-102,347.6,5,352,0.96,Probable nitronate monooxygenase OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41) OX=342451 GN=SSP1854 PE=3 SV=1
6,Q6GIG7,355,356,1.5e-101,344.9,1,1,1.7e-101,344.7,4,351,0.96,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain MRSA252) OX=282458 GN=SAR0883 PE=3 SV=1
7,Q6GB05,355,356,1.7e-101,344.7,1,1,2e-101,344.5,4,351,0.96,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain MSSA476) OX=282459 GN=SAS0791 PE=3 SV=1
8,Q8NXG7,355,356,1.8e-101,344.6,1,1,2.1e-101,344.4,4,351,0.96,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain MW2) OX=196620 GN=MW0803 PE=3 SV=1
9,A5IR97,355,356,2.6e-101,344.1,1,1,2.9e-101,343.9,4,351,0.95,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain JH9) OX=359786 GN=SaurJH9_0919 PE=3 SV=1
10,A6U025,355,356,2.6e-101,344.1,1,1,2.9e-101,343.9,4,351,0.95,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain JH1) OX=359787 GN=SaurJH1_0937 PE=3 SV=1
11,Q99VF6,355,356,2.6e-101,344.1,1,1,2.9e-101,343.9,4,351,0.95,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain N315) OX=158879 GN=SA0781 PE=3 SV=1
12,A6QFD2,355,356,4.9e-101,343.2,1,1,5.5e-101,343.0,4,351,0.96,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain Newman) OX=426430 GN=NWMN_0792 PE=3 SV=1
13,A8Z1H7,355,356,4.9e-101,343.2,1,1,5.5e-101,343.0,4,351,0.96,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain USA300 / TCH1516) OX=451516 GN=USA300HOU_0879 PE=3 SV=1
14,Q2FIF3,355,356,4.9e-101,343.2,1,1,5.5e-101,343.0,4,351,0.96,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_0825 PE=3 SV=1
15,Q2FZX9,355,356,4.9e-101,343.2,1,1,5.5e-101,343.0,4,351,0.96,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain NCTC 8325 / PS 47) OX=93061 GN=SAOUHSC_00855 PE=3 SV=1
16,Q5HHG4,355,356,4.9e-101,343.2,1,1,5.5e-101,343.0,4,351,0.96,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain COL) OX=93062 GN=SACOL0922 PE=3 SV=1
17,Q4L4T4,357,356,1.3e-100,341.8,1,1,1.5e-100,341.6,5,351,0.95,Probable nitronate monooxygenase OS=Staphylococcus haemolyticus (strain JCSC1435) OX=279808 GN=SH2032 PE=3 SV=1
18,O05413,347,356,7.3e-96,326.2,1,1,8.9e-96,325.9,2,343,0.93,Probable nitronate monooxygenase OS=Bacillus subtilis (strain 168) OX=224308 GN=yrpB PE=3 SV=1
19,O06179,375,356,1.3e-36,131.3,1,1,1.2e-35,128.1,21,363,0.79,Putative monooxygenase Rv1533 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1533 PE=1 SV=1
20,Q9I4V0,328,356,1.5e-36,131.1,1,2,2.5e-10,44.8,6,79,0.86,NADH:quinone reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1024 PE=1 SV=1
21,Q9I4V0,328,356,1.5e-36,131.1,2,2,1.1e-22,85.4,109,315,0.91,NADH:quinone reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1024 PE=1 SV=1
22,Q01284,378,356,1.1e-28,105.2,1,2,0.24,15.2,33,62,0.84,Nitronate monooxygenase OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=ncd-2 PE=1 SV=1
23,Q01284,378,356,1.1e-28,105.2,2,2,5.3e-24,89.8,152,370,0.76,Nitronate monooxygenase OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=ncd-2 PE=1 SV=1
24,Q8KCW4,494,356,6e-13,53.4,1,3,0.012,19.5,32,87,0.81,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1
25,Q8KCW4,494,356,6e-13,53.4,2,3,75,7.1,258,301,0.85,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1
26,Q8KCW4,494,356,6e-13,53.4,3,3,2.7e-05,28.3,331,374,0.86,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1
27,Q7UJL3,539,356,8.2e-12,49.7,1,3,0.00012,26.2,79,136,0.74,Inosine-5'-monophosphate dehydrogenase OS=Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1) OX=243090 GN=guaB PE=3 SV=1
28,Q7UJL3,539,356,8.2e-12,49.7,2,3,2.7e+02,5.2,302,343,0.79,Inosine-5'-monophosphate dehydrogenase OS=Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1) OX=243090 GN=guaB PE=3 SV=1
29,Q7UJL3,539,356,8.2e-12,49.7,3,3,0.0022,22.0,371,417,0.81,Inosine-5'-monophosphate dehydrogenase OS=Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1) OX=243090 GN=guaB PE=3 SV=1
30,Q9ZL14,481,356,1.6e-11,48.8,1,2,0.0016,22.4,31,107,0.91,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain J99 / ATCC 700824) OX=85963 GN=guaB PE=3 SV=1
31,Q9ZL14,481,356,1.6e-11,48.8,2,2,0.00053,24.0,320,366,0.88,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain J99 / ATCC 700824) OX=85963 GN=guaB PE=3 SV=1
32,P49058,404,356,1.6e-11,48.8,1,2,0.00017,25.6,33,107,0.78,Inosine-5'-monophosphate dehydrogenase OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) OX=224326 GN=guaB PE=1 SV=1
33,P49058,404,356,1.6e-11,48.8,2,2,0.0039,21.2,251,299,0.88,Inosine-5'-monophosphate dehydrogenase OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) OX=224326 GN=guaB PE=1 SV=1
34,Q4VRV8,551,356,1.8e-11,48.5,1,2,0.0063,20.5,41,96,0.84,Inosine-5'-monophosphate dehydrogenase OS=Toxoplasma gondii OX=5811 PE=1 SV=1
35,Q4VRV8,551,356,1.8e-11,48.5,2,2,0.00044,24.3,335,389,0.85,Inosine-5'-monophosphate dehydrogenase OS=Toxoplasma gondii OX=5811 PE=1 SV=1
36,Q12658,529,356,3.2e-11,47.8,1,3,0.11,16.3,63,121,0.85,Inosine-5'-monophosphate dehydrogenase OS=Pneumocystis carinii OX=4754 GN=GUA1 PE=1 SV=2
37,Q12658,529,356,3.2e-11,47.8,2,3,7.7e+02,3.7,287,331,0.83,Inosine-5'-monophosphate dehydrogenase OS=Pneumocystis carinii OX=4754 GN=GUA1 PE=1 SV=2
38,Q12658,529,356,3.2e-11,47.8,3,3,0.00022,25.3,357,411,0.87,Inosine-5'-monophosphate dehydrogenase OS=Pneumocystis carinii OX=4754 GN=GUA1 PE=1 SV=2
39,Q9KGN8,485,356,5.5e-11,47.0,1,2,6.9e-06,30.2,34,100,0.81,Inosine-5'-monophosphate dehydrogenase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=guaB PE=3 SV=1
40,Q9KGN8,485,356,5.5e-11,47.0,2,2,0.082,16.8,330,372,0.87,Inosine-5'-monophosphate dehydrogenase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=guaB PE=3 SV=1
41,Q9UY49,485,356,6.9e-11,46.6,1,2,0.0036,21.3,39,94,0.83,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=guaB PE=3 SV=1
42,Q9UY49,485,356,6.9e-11,46.6,2,2,0.0026,21.7,313,368,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=guaB PE=3 SV=1
43,P56088,481,356,7.5e-11,46.5,1,2,0.0034,21.4,31,107,0.91,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=guaB PE=3 SV=1
44,P56088,481,356,7.5e-11,46.5,2,2,0.00053,24.0,320,366,0.88,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=guaB PE=3 SV=1
45,O50316,494,356,8.5e-11,46.4,1,3,0.094,16.6,32,71,0.84,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3
46,O50316,494,356,8.5e-11,46.4,2,3,1.1e+02,6.5,259,301,0.86,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3
47,O50316,494,356,8.5e-11,46.4,3,3,4.7e-05,27.5,331,374,0.85,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3
48,P42851,485,356,8.8e-11,46.3,1,2,0.0048,20.9,39,93,0.82,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=guaB PE=3 SV=1
49,P42851,485,356,8.8e-11,46.3,2,2,0.0026,21.7,313,368,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=guaB PE=3 SV=1
50,Q59011,496,356,9.7e-11,46.2,1,2,0.0065,20.4,39,92,0.81,Inosine-5'-monophosphate dehydrogenase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=guaB PE=3 SV=1
51,Q59011,496,356,9.7e-11,46.2,2,2,0.00028,24.9,318,371,0.90,Inosine-5'-monophosphate dehydrogenase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=guaB PE=3 SV=1
52,P0DB88,493,356,9.7e-11,46.2,1,2,6.1e-06,30.4,36,103,0.78,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315) OX=198466 GN=guaB PE=3 SV=1
53,P0DB88,493,356,9.7e-11,46.2,2,2,0.013,19.4,332,378,0.87,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315) OX=198466 GN=guaB PE=3 SV=1
54,P0DB89,493,356,9.7e-11,46.2,1,2,6.1e-06,30.4,36,103,0.78,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain SSI-1) OX=193567 GN=guaB PE=3 SV=1
55,P0DB89,493,356,9.7e-11,46.2,2,2,0.013,19.4,332,378,0.87,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain SSI-1) OX=193567 GN=guaB PE=3 SV=1
56,P0C0H6,493,356,9.8e-11,46.2,1,2,6.1e-06,30.4,36,103,0.78,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes OX=1314 GN=guaB PE=1 SV=2
57,P0C0H6,493,356,9.8e-11,46.2,2,2,0.013,19.4,332,378,0.87,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes OX=1314 GN=guaB PE=1 SV=2
58,P0C0H7,493,356,9.8e-11,46.2,1,2,6.1e-06,30.4,36,103,0.78,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=guaB PE=3 SV=2
59,P0C0H7,493,356,9.8e-11,46.2,2,2,0.013,19.4,332,378,0.87,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=guaB PE=3 SV=2
60,P68839,493,356,9.8e-11,46.2,1,2,6.1e-06,30.4,36,103,0.78,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M18 (strain MGAS8232) OX=186103 GN=guaB PE=3 SV=2
61,P68839,493,356,9.8e-11,46.2,2,2,0.013,19.4,332,378,0.87,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M18 (strain MGAS8232) OX=186103 GN=guaB PE=3 SV=2
62,Q5X9A3,493,356,9.8e-11,46.2,1,2,6.1e-06,30.4,36,103,0.78,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394) OX=286636 GN=guaB PE=1 SV=3
63,Q5X9A3,493,356,9.8e-11,46.2,2,2,0.013,19.4,332,378,0.87,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394) OX=286636 GN=guaB PE=1 SV=3
64,O67820,490,356,1.4e-10,45.7,1,3,0.017,19.0,36,92,0.81,Inosine-5'-monophosphate dehydrogenase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=guaB PE=3 SV=1
65,O67820,490,356,1.4e-10,45.7,2,3,1.8e+02,5.8,262,302,0.83,Inosine-5'-monophosphate dehydrogenase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=guaB PE=3 SV=1
66,O67820,490,356,1.4e-10,45.7,3,3,0.0011,23.0,331,380,0.84,Inosine-5'-monophosphate dehydrogenase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=guaB PE=3 SV=1
67,F7CYY5,515,356,1.4e-10,45.6,1,3,0.063,17.2,53,92,0.82,Inosine-5'-monophosphate dehydrogenase 2 OS=Xenopus tropicalis OX=8364 GN=impdh2 PE=3 SV=1
68,F7CYY5,515,356,1.4e-10,45.6,2,3,2.6e+02,5.3,282,325,0.84,Inosine-5'-monophosphate dehydrogenase 2 OS=Xenopus tropicalis OX=8364 GN=impdh2 PE=3 SV=1
69,F7CYY5,515,356,1.4e-10,45.6,3,3,0.00031,24.8,352,407,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Xenopus tropicalis OX=8364 GN=impdh2 PE=3 SV=1
70,Q8F4Q4,508,356,1.8e-10,45.3,1,3,0.15,15.9,50,97,0.83,Inosine-5'-monophosphate dehydrogenase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=guaB PE=3 SV=1
71,Q8F4Q4,508,356,1.8e-10,45.3,2,3,1.5e+03,2.8,277,317,0.84,Inosine-5'-monophosphate dehydrogenase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=guaB PE=3 SV=1
72,Q8F4Q4,508,356,1.8e-10,45.3,3,3,0.00018,25.6,347,401,0.85,Inosine-5'-monophosphate dehydrogenase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=guaB PE=3 SV=1
73,B0UXP9,514,356,2.1e-10,45.0,1,2,0.061,17.2,53,92,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Danio rerio OX=7955 GN=impdh2 PE=3 SV=1
74,B0UXP9,514,356,2.1e-10,45.0,2,2,0.0003,24.8,351,405,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Danio rerio OX=7955 GN=impdh2 PE=3 SV=1
75,P24547,514,356,2.5e-10,44.8,1,2,0.086,16.7,53,93,0.83,Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2
76,P24547,514,356,2.5e-10,44.8,2,2,0.00014,25.9,351,405,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2
77,E9PU28,514,356,2.6e-10,44.7,1,2,0.086,16.7,53,93,0.83,Inosine-5'-monophosphate dehydrogenase 2 OS=Rattus norvegicus OX=10116 GN=Impdh2 PE=1 SV=1
78,E9PU28,514,356,2.6e-10,44.7,2,2,0.00014,25.9,351,405,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Rattus norvegicus OX=10116 GN=Impdh2 PE=1 SV=1
79,P12269,514,356,3.2e-10,44.5,1,2,0.086,16.7,53,93,0.83,Inosine-5'-monophosphate dehydrogenase 2 OS=Cricetulus griseus OX=10029 GN=IMPDH2 PE=1 SV=1
80,P12269,514,356,3.2e-10,44.5,2,2,0.00014,25.9,351,405,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Cricetulus griseus OX=10029 GN=IMPDH2 PE=1 SV=1
81,P12268,514,356,3.3e-10,44.4,1,2,0.086,16.7,53,93,0.83,Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2
82,P12268,514,356,3.3e-10,44.4,2,2,0.00014,25.9,351,405,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2
83,O00086,521,356,3.3e-10,44.4,1,2,0.019,18.9,58,121,0.87,Inosine-5'-monophosphate dehydrogenase OS=Candida albicans OX=5476 GN=IMH3 PE=2 SV=1
84,O00086,521,356,3.3e-10,44.4,2,2,0.0073,20.3,354,406,0.90,Inosine-5'-monophosphate dehydrogenase OS=Candida albicans OX=5476 GN=IMH3 PE=2 SV=1
85,Q59Q46,521,356,3.3e-10,44.4,1,2,0.019,18.9,58,121,0.87,Inosine-5'-monophosphate dehydrogenase OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=IMH3 PE=1 SV=2
86,Q59Q46,521,356,3.3e-10,44.4,2,2,0.0073,20.3,354,406,0.90,Inosine-5'-monophosphate dehydrogenase OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=IMH3 PE=1 SV=2
87,Q3SWY3,514,356,3.5e-10,44.3,1,2,0.088,16.7,53,92,0.83,Inosine-5'-monophosphate dehydrogenase 2 OS=Bos taurus OX=9913 GN=IMPDH2 PE=2 SV=1
88,Q3SWY3,514,356,3.5e-10,44.3,2,2,0.00014,25.9,351,405,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Bos taurus OX=9913 GN=IMPDH2 PE=2 SV=1
89,Q9HQU4,499,356,3.9e-10,44.2,1,2,0.033,18.1,45,103,0.81,Inosine-5'-monophosphate dehydrogenase OS=Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) OX=64091 GN=guaB PE=3 SV=2
90,Q9HQU4,499,356,3.9e-10,44.2,2,2,0.00053,24.0,331,380,0.88,Inosine-5'-monophosphate dehydrogenase OS=Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) OX=64091 GN=guaB PE=3 SV=2
91,O58045,486,356,5.8e-10,43.6,1,2,0.015,19.2,39,86,0.79,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=guaB PE=1 SV=1
92,O58045,486,356,5.8e-10,43.6,2,2,0.0029,21.6,313,368,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=guaB PE=1 SV=1
93,Q5RGV1,514,356,8.1e-10,43.1,1,2,0.015,19.2,53,92,0.84,Inosine-5'-monophosphate dehydrogenase 1b OS=Danio rerio OX=7955 GN=impdh1b PE=2 SV=1
94,Q5RGV1,514,356,8.1e-10,43.1,2,2,0.0027,21.7,353,404,0.85,Inosine-5'-monophosphate dehydrogenase 1b OS=Danio rerio OX=7955 GN=impdh1b PE=2 SV=1
95,Q07152,537,356,1.1e-09,42.6,1,2,0.04,17.8,76,114,0.86,Inosine-5'-monophosphate dehydrogenase OS=Drosophila melanogaster OX=7227 GN=ras PE=1 SV=1
96,Q07152,537,356,1.1e-09,42.6,2,2,0.00074,23.5,369,423,0.85,Inosine-5'-monophosphate dehydrogenase OS=Drosophila melanogaster OX=7227 GN=ras PE=1 SV=1
97,Q9SA34,502,356,1.4e-09,42.4,1,2,0.067,17.1,43,81,0.83,Inosine-5'-monophosphate dehydrogenase 2 OS=Arabidopsis thaliana OX=3702 GN=At1g16350 PE=1 SV=1
98,Q9SA34,502,356,1.4e-09,42.4,2,2,0.00049,24.1,340,394,0.87,Inosine-5'-monophosphate dehydrogenase 2 OS=Arabidopsis thaliana OX=3702 GN=At1g16350 PE=1 SV=1
99,Q5KP44,544,356,1.5e-09,42.2,1,2,0.11,16.4,72,127,0.80,Inosine-5'-monophosphate dehydrogenase OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=CNA04240 PE=3 SV=1
100,Q5KP44,544,356,1.5e-09,42.2,2,2,0.00091,23.2,366,417,0.88,Inosine-5'-monophosphate dehydrogenase OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=CNA04240 PE=3 SV=1
101,Q9HLK8,485,356,1.6e-09,42.1,1,2,0.0089,20.0,36,75,0.84,Inosine-5'-monophosphate dehydrogenase OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=guaB PE=3 SV=1
102,Q9HLK8,485,356,1.6e-09,42.1,2,2,0.00064,23.7,319,372,0.86,Inosine-5'-monophosphate dehydrogenase OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=guaB PE=3 SV=1
103,A0JNA3,514,356,2.2e-09,41.7,1,2,0.029,18.3,54,93,0.82,Inosine-5'-monophosphate dehydrogenase 1 OS=Bos taurus OX=9913 GN=IMPDH1 PE=2 SV=2
104,A0JNA3,514,356,2.2e-09,41.7,2,2,0.0026,21.8,353,404,0.85,Inosine-5'-monophosphate dehydrogenase 1 OS=Bos taurus OX=9913 GN=IMPDH1 PE=2 SV=2
105,F6S675,512,356,2.3e-09,41.6,1,2,0.022,18.7,54,94,0.82,Inosine-5'-monophosphate dehydrogenase 1 OS=Xenopus tropicalis OX=8364 GN=impdh1 PE=3 SV=1
